CompanyName,JobRole,Experience,Skills,Industry
Verizon,Senior Software Development Engineer in Test (SDET),3-6 Yrs,"Automation Testing, load testing, java, performance testing, sdet, qa automation, test planning, api testing",Telecommunications
Wolters Kluwer - Medknow Publications,Senior Software Test Automation Engineer,7-8 Yrs,"automation framework, VMware, GIT, Performance testing, Selenium, Visual Studio, Test cases, Troubleshooting",Publishing
Repucom,Software Test Engineer,0-2 Yrs,"Unix, Automation, Linux, Javascript, Test planning, Scrum, Firmware, Test cases",Reputation Management
Wolters Kluwer - Medknow Publications,Associate Software Test Automation Engineer,2-5 Yrs,"Load testing, Test scripts, Diagnostics, Debugging, Test execution, Performance testing, System design, Scrum",Publishing
Simplisafe,Senior Software Engineer in Test,5-8 Yrs,"Computer science, github, Automation testing, Manager Quality Assurance, Test scripts, Selenium, Continuous improvement, Software implementation",Home Security
Repucom,Software Test Engineer,0-2 Yrs,"Unix, Automation, Linux, Javascript, Test planning, Scrum, Firmware, Test cases",Reputation Management
Wipro,Software Test Engineer,2-6 Yrs,"Software Testing, Java, SAP, SAP SD, Cloud, CI/CD, API automation, Web Automation Testing",Information Technology (IT)
Wolters Kluwer - Medknow Publications,Senior Software Test Automation Engineer,4-7 Yrs,"continuous integration, Automation testing, GIT, Debugging, Agile, Scrum, Selenium, Apache",Publishing
Wolters Kluwer - Medknow Publications,Senior Software Test Automation Engineer,4-7 Yrs,"Manual testing, RDBMS, Debugging, Agile, HTML, HTTP, Visual Studio, Troubleshooting",Publishing
Qcentrio,Software Test Engineer - Automation Testing,8-13 Yrs,"Automation Testing, Java, Test Case Writing, Cucumber Testing, Automation Testing Tools, Software Quality Assurance, Appium, Selenium",Software
Repucom,Software Test Engineer - Mumbai,0-2 Yrs,"Unix, Automation, Linux, Javascript, Test planning, Scrum, Firmware, Test cases",Reputation Management
Greenlots,Senior Software Test Engineer,1-7 Yrs,"rest, performance testing, web application, automation testing, distribution system, monitoring tools, sql, java",Electric Vehicle Charging
Team Management Services,Software Test Engineer,4-7 Yrs,"Product launch, Product quality, Automation testing, Analytical, Integration testing, Javascript, Agile, product life cycle",Human Resources
Chimpsatwork Studios,Software Development Engineer (SDE) - JavaScript Development & Testing,3-5 Yrs,"Cypress, Playwright, Javascript, Unit testing, React.JS, Jenkins, CI/CD Pipelines, regression testing",Gaming
Chimpsatwork Studios,Software Development Engineer (SDE) - JavaScript Development & Testing,3-5 Yrs,"Cypress, Playwright, JavaScript, Unit testing, React.JS, Jenkins, Typescript, regression testing",Gaming
Siemens,Senior Software Test Engineer,0-8 Yrs,"Unix, Linux, Analytical, Functional testing, Shell scripting, Consulting, Siemens, HTML",Conglomerate
Siemens,Software Test Engineer,0-4 Yrs,"Unix, Linux, Analytical, Shell scripting, Consulting, Siemens, HTML, Perl",Conglomerate
Wolters Kluwer - Medknow Publications,Senior Software Test Automation Engineer,6-10 Yrs,"Manual testing, Debugging, Agile, HTML, HTTP, Scrum, Selenium, Test cases",Publishing
Veeva Systems,Senior Software Engineer -Test Automation,5-10 Yrs,"Test Automation, S3, Java, BDD, GitHub, version control, DynamoDB, Bash",Life Sciences
Falcon,Software Development Test Engineer,2-5 Yrs,"Selenium Testing, Rest Assured, Automation Testing, SDET, API Testing, Automation, Selenium, Software engineering",Aerospace
Trellix,Software Development Engineer In Test,1-4 Yrs,"Automation testing, Manager Quality Assurance, data security, Diversity and Inclusion, Cloud, Software development life cycle, Test cases, Management",Cybersecurity
Qcentrio,Software Test Engineer - Automation Testing,7-9 Yrs,"Automation Testing, Java, Test Case Writing, Cucumber Testing, Automation Testing Tools, Software Quality Assurance, Appium, Selenium",Software
Leading Client,Software Development Engineer - Test - Appium/Selenium,3-6 Yrs,"Selenium, SDET, Software Quality Assurance, Appium, SQL, Mobile Testing, TestNG, Redshift Spectrum","It's impossible to determine the industry of ""Leading Client"" without more information. This name is too generic and could apply to companies in any sector."
Greenlots,Senior Software Test Engineer,5-8 Yrs,"Performance tuning, Automation, Simulation, Flex, Performance testing, Scrum, JIRA, Virtualization",Electric Vehicle Charging
Shell Recharge Solutions,Senior Software Test Engineer,5-8 Yrs,"Performance tuning, Automation, Simulation, Flex, Performance testing, Scrum, JIRA, Virtualization",Energy
upGrad,Software Engineer 2 Test,3-5 Yrs,"Test Engineering, QA Testing, QA Automation, Quality Assurance Engineering, Selenium Testing, Java Programming, Appium, Manual Testing",EdTech
LeadVenture,Software Development Engineer in Test (Performance & Load testing),5-10 Yrs,"Performance Testing, API Testing, JMeter, Load, Performance, Software testing, Development, API",Marketing
Godigi Infotech,SOFTWARE TESTING ENGINEER,0-1 Yrs,"Software testing, Automation, Automation testing, Linux, Agile scrum, Web application, SOA testing, Application development",Information Technology (IT)
Career Growth Job Placement,Manual / Automation Testing Software Engineer Fresher,0 Yrs,"Automation Testing, Software Testing Life Cycle, Software Quality Assurance, Software Testing, test scripts, Manual Testing, Testing Life Cycle, Quality",Recruitment
Venpa Global Technology,Lead Software Engineer - AI Testing Manual & Automation,5-10 Yrs,"Azure, Lead, Automation Testing, AWS, Python, Pytest, Artificial Intelligence, Manual testing",N/A
Medpace Clinical Research India,Software Development Engineer in Test,0-2 Yrs,"CRO, White box testing, Analytical, Pharma, Exploratory testing, Javascript, clinical development, Selenium",Clinical Research
Avalara,Software Development Engineer Test (SDET),4-9 Yrs,"ERP, Automation, SAP, Manual testing, XML, Agile, Oracle, microsoft",N/A
Godigi Infotech,SOFTWARE TESTING ENGINEER,0-1 Yrs,"Software testing, Automation testing, Manual testing, Analytical, Test scenarios, Mobile applications, Monitoring, Software",Information Technology (IT)
Ftprotech,Software Testing Engineer,3-6 Yrs,"5G, Log Analysis, Mobility, LTE, IMS, Automation Testing, Validation Testing, Python",Technology
Dtcc,Lead Software Development Test Engineer,6-11 Yrs,"Test Automation, test engineering, product management, regression testing, automation engineering, automation testing, test automation framework, test scripts",Financial services.
The Depository Trust Clearing Corporation (DTCC),Lead Software Development Test Engineer,3-6 Yrs,"Product management, Automation testing, Testing tools, Debugging, Regression testing, Application development, Selenium, Test cases",Financial Services
PES Hr Services A Div Of Amal Infosystems,Software Test Engineer,6-9 Yrs,"Banking Sector, Automation Testing, Manual Testing, Financial Sector, Software, Manual, Automation, Finance",Human Resources (HR)
Quest Global Technologies,Software Test Automation Architect,6-11 Yrs,"Simulation, Pumps, Coding, Analog, Process control, thermal, Gas turbine, Simulink",Engineering and Technology
Qapitol Qa,Hiring Software Test Engineer,2-4 Yrs,"Regression Testing, Software Testing, API Testing, Sanity Testing, Web Testing, Non Functional Testing, Postman Api, Functional Testing",Quality Assurance (QA)
Sasken Technologies,LEAD ENGINEER-SOFTWARE TEST&RELEASE,5-8 Yrs,"C++, Linux, 3G, Coding, Protocol stack, Perl, Test cases, Technical support",Technology
Sasken Technologies,SENIOR ENGINEER-SOFTWARE TEST&RELEASE,2-5 Yrs,"automation framework, C++, Linux, 3G, Coding, Protocol stack, Perl, Test cases",Technology
Repucom,Senior Software Test Engineer,3-7 Yrs,"Unix, Automation, Linux, Javascript, Test planning, Scrum, Firmware, Test cases",Reputation Management
Adobe Systems India Pvt. Ltd.,Software Development Engineer in Test (Java),3-6 Yrs,"Maven, Automation, Software design, Web development, Javascript, Data structures, Adobe, Distribution system",Software
Testvagrant,Lead Software Development Engineer in testing (Lead SDET),8-12 Yrs,"Appium, app, DELI, BDD, Mobile Automation, and test methodologies, Robotic Automation, CI",Software Testing
Vtekis consultancy,SDET (Software Development Engineer in Test),5-10 Yrs,"Agile Methodology, SAP SD, Worksoft Certify, SDET, Automation Testing, Software testing, Saps, SD",Consulting
Trellix,Software Development Engineer in Test,6-10 Yrs,"C++, Manager Quality Assurance, Linux, Agile, Scrum, Windows, Virtualization, SDLC",Cybersecurity
Ethos Life,"Software Engineer, Test",5-10 Yrs,"automation framework, SAN, Test scripts, GCP, Diversity and Inclusion, Javascript, test driven development, Selenium",Insurance.
Mobinius Technologies,SDET (Software Development Engineer in Test) IV,6-11 Yrs,"Service level, Manager Quality Assurance, Test strategy, Coding, Performance engineering, Test scenarios, splunk, Open source",Technology
Trigent Software,Software Tester,5-9 Yrs,"Selenium Webdriver, Automation Testing, Manual Testing, Postman, SQL, Cucumber Framework, Java, API Testing",IT
Cravita India,Software Test Engineer,0-5 Yrs,"Automation Testing, Software Tester, QA, Automation, Black Box Testing, Manual Tester, Manual Testing, Software",Construction
Gowebez,Junior Software Test Engineer,0-2 Yrs,"Manual Testing, Regression Testing, GUI Testing, Browser Testing, Smoke Testing, Web Application Testing, Usability Testing, Web Services Testing",Web development/technology
Qcentrio,Software Test Engineer - Selenium,6-10 Yrs,"Selenium, Software Quality Assurance, Automation Testing, JMeter, Test Strategy, Testing, Quality assurance, Automation",Software
Cresen Solutions,Software Test Engineer,2-5 Yrs,"Cucumber Framework, Bdd, QA Automation, Selenium Java, QA Testing, Automation Testing, Quality assurance, Cucumber",Software
Medtronic,Senior Software Test Engineer - SR,2-12 Yrs,"Product management, RTOS, C++, Medical devices, Software design, Manager Quality Assurance, Coding, System design",Medical Device
Philips,Software Specialist - Test Automation,4-7 Yrs,"automation framework, Analytical skills, Automation testing, ISO, Test scripts, Diversity and Inclusion, Software development life cycle, Healthcare",Consumer Electronics
Hobvision Technologies Private Limited,Software Testing Engineer Trainee,0-1 Yrs,"Manual Testing, Agile Testing, Bug Life Cycle, Automation Testing, Test Case Creation, Test Scenarios, Functionality Testing, SDLC Life Cycle",N/A
TurningPoint Software Solutions,Software Test Engineer| Product Based Company| Bangalore,0-1 Yrs,"Automation Testing, Manual Testing, sql, Testing Tools, Cucumber Testing, linux, Selenium, Ruby Scripting",Software
UST,Software Test Engineer,0-2 Yrs,"Software testing, Automation testing, Testing tools, Industrial automation, Diversity and Inclusion, Instrumentation, Software product development, Test cases",IT Services
BorgWarner,Senior Software Test Engineer - Unit/Integration Test (m/f/d),0-4 Yrs,"continuous integration, C++, Automation testing, GIT, Test management, Analytical, JIRA, Automotive",Automotive.
Mastercard,Software Test Engineer II,3-6 Yrs,"Maven, Backend, Test strategy, Information security, Integration testing, Agile, Test cases, Information technology",Financial services
Sasken Technologies,LEAD ENGINEER-SOFTWARE TEST&RELEASE,5-8 Yrs,"python, software testing, regression testing, automation testing, documentation, manual testing, smoke testing, system testing",Technology
Talent Advisor,Software Automation Testing Engineer,4-8 Yrs,"Java, Appium, Selenium, API Testing, Browserstack, Katalon Studio, Automation testing, Software testing",Human Resources
IT Company,SDET - Software Development Engineer in Test,3-6 Yrs,"Java, Api Automation, Automation Testing, Selenium, Jenkins, Appium, JMeter, POM",Information Technology (IT)
Wipro,Software Test Engineer,5-10 Yrs,"Software Testing, C#, Playwright, Automation Testing, .NET, EMV testing, HSM firmware, Hsm",Information Technology (IT)
Processware System,Software Engineer ( Testing ),2-8 Yrs,"C++, C, SQL database, ECS, Software Test Engineer, Labview, NI LabVIEW, IEEE",Software
Plum Benefits,Software Engineer - II - Test (SDET),3-6 Yrs,"Health insurance, Product engineering, Load testing, Testing tools, Agile, Healthcare, Selenium, Python",Employee Benefits
Jarus Technologies,Senior Software Engineer / Tech. Lead. - Testing,8-13 Yrs,"Qa Manual, Selenium Webdriver, Insurance Domain, QA Automation, JIRA, Smoke Testing, Regression Testing, QA Testing",Fintech
Times Internet,Software Development Engineer in Test,2-5 Yrs,"Automation testing, Javascript, Performance testing, Data structures, E-commerce, JSON, collection framework, Selenium",Media and Technology
IBM,Software Developer in Test (SDET),6-8 Yrs,"git, microsoft azure, vmware vcenter, scrum, aws, manual testing, sql, software test development",Technology
Digiboxx Technologies And Digital India,Software Testing Engineer ( Automation),2-6 Yrs,"Monkey, Agile, Smoke testing, UAT, Selenium, Automation, BDD, TDD",Technology
WP Translation And Testing Services Private Limited,Software Tester,N/A,"manual testing, Jira Tool, software testing, Test Case Execution, Test Cases, JIRA, Tools, Case",Translation and Testing
Private Limited Company,Software Test Engineer,3-8 Yrs,"Software Test Engineer, SQL queries, defect logging, test cases execution, defect discussion, Software testing, Logging, Test case execution","""Private Limited Company"" is not an industry. It's a **legal structure**."
Reputed US IT MNC,Sr. QA Software Testing Engineer For Reputed US MNC@ Hyderabad,10-14 Yrs,"TestNG, Test Engineering, QA Testing, QA Analysis, CI/CD, test management tool, Quality Assurance, Quality Engineering",Information Technology (IT)
Manabh Software Solutions,Quality Control Executive (Software Test Engineer),0-2 Yrs,"Automation testing, VB.NET, MS Access, IT skills, ASP.Net, Test cases, Executive Quality Control, Business Executive",Software industry.
Institutional Shareholder Services,Software Engineer in Test,3-6 Yrs,"Java, Selenium Webdriver, SQL, POM, Software, Selenium, Webdriver, Software testing",Financial Services
Elixia,Senior Software Tester/ Software Tester - Technology,2-4 Yrs,"Manual Testing, project management, regression testing, automation testing, defect tracking, test planning, test cases, requirement analysis",Healthcare
Laminaar Aviation Infotech,Software Test Engineer (Automation),3-8 Yrs,"continuous integration, Software development methodologies, Test scripts, Aviation, Analytical, Javascript, Performance testing, Selenium",Aviation
Cal4care,Software Testing Engineer (Senior & Junior),0-3 Yrs,"Software testing, Software design, Linux, Coding, Debugging, Windows, Selenium, Bugzilla",Healthcare
Isoftway Innovations,Software Developers & Testing Engineer - TOP MNC,0-5 Yrs,"Software Development, Software Testing, Test Engineering, Top, Engineering, Software, Development",Software
Applause,Software Development Engineer in Test (SDET),2-5 Yrs,"automation framework, QA, Automation testing, Test scripts, Programming, Software testing, Framework, SDET",Software Testing
Hatica,Software Engineer - Test,2-5 Yrs,"QA, Software testing, Automation testing, Manager Quality Assurance, SAAS, Cloud, Javascript, Regression testing",Software
Motive,Software Development Engineer in Test,4-5 Yrs,"automation framework, Automation testing, MVVM, Manager Technology, Silicon, MVC, IOS, Android",Fleet Management
Webex Communications India (p) Ltd.,"Software Engineer Test (VPN, Firewalls & SSL)",5-8 Yrs,"Manager Quality Assurance, Manual testing, VPN, data security, Application security, cisco, IPS, SSL",Technology
Aeries Technology,Senior Software Engineer in Test,5-7 Yrs,"C++, Manual testing, Manager Quality Assurance, Coding, Consulting, Javascript, Agile, Information technology",Education Technology
Plumhq,Software Engineer - II - Test (SDET),3-6 Yrs,"Health insurance, Product engineering, Load testing, Testing tools, Agile, Healthcare, Selenium, Python",Software
Webex Communications India (p) Ltd.,Software Engineer Test with Networking,4-8 Yrs,"Computer science, C++, Manual testing, GIT, Agile, VLAN, cisco, STP",Technology
Diligent corporation,Software Engineer in Test (Junior),2-6 Yrs,"testing process, kubernetes, analytical, manual testing, ci/cd, sql, selenium, jenkins","Governance, Risk, and Compliance (GRC)"
Wipro,Software Development Engineer in Test (SDET),5-10 Yrs,"SDET, Automation testing, SoapUI, Manual testing, API testing tools, Postman, Travel domain, Software engineering",Information Technology (IT)
Photon,Software Test Engineer Automation,4-6 Yrs,"Automation Selenium, Ci Tools, Java Selenium, GIT, Automation, Selenium, Continuous Integration, Software",Technology.
R1 RCM,Automation Testing- Staff Software Engineer -IT,5-10 Yrs,"Specflow, C#, Automation Testing, Automation, Software, Spec Flow, Software testing",Healthcare
Mindfire,Sr. Software Test Engineer - Automation,2-5 Yrs,"Maven, Manual testing, Coding, Enterprise applications, Project management, Selenium, Test cases, SCM",Technology
R1 RCM,Software Engineer - Test Automation,3-7 Yrs,"Automation, SOA, Integration testing, Healthcare, Regression testing, Selenium, Test cases, Customer service",Healthcare
Enprise Enlisting,Software Test Engineer,2-5 Yrs,"Test Engineering, Software Testing, Bug Life Cycle, QA Analysis, Test Analysis, Quality Assurance Engineering, Bug Reporting, Quality assurance",Recruitment and Staffing
Verizon,Senior Software Development Engineer in Test (SDET),4-9 Yrs,"Automation Framework Development, Python/Pytest, Cloud Applications Testing, Testing Methodologies, IoT Domain Knowledge, SoapUI, Docker, CI/CD Tools",Telecommunications
Abbott,Software Test Engineer II - Mumbai,1-5 Yrs,"IT services, Maven, Linux, RDBMS, Shell scripting, Windows, Selenium, SDLC",Healthcare
Mospido Technologies,Software Tester,1-3 Yrs,"software testing, regression testing, test case execution, automation testing, manual testing, test cases, smoke testing, gui testing",Cybersecurity
Appzlogic,Automation Trainer / Software Testing Trainer Appzlogic,0-2 Yrs,"automation framework, Maven, Core Java, Automation, LMS, cyber security, Scheduling, Selenium",Software Development
Dream11,Senior Software Engineer - Test,1-5 Yrs,"Test scripts, Testing tools, MySQL, Debugging, Performance testing, Regression testing, JIRA, Gaming",Fantasy Sports
Mastercard,"Lead Software Engineer in Test, Cross Border Services",3-7 Yrs,"Maven, Test strategy, Lead Software, TDD, Information security, Exploratory testing, Integration testing, Selenium",Financial services
Mastercard,Software Engineer Testing - DWH (Hadoop/Spark),2-5 Yrs,"Unix, Manager Quality Assurance, Information security, SCALA, Incident management, Manager Quality Control, Information technology, SQL",Financial services
Mastercard,Senior Software Engineer (Test),3-5 Yrs,"Computer science, System testing, Manager Quality Assurance, Information security, Performance testing, Problem management, Unit testing, Manager Quality Control",Financial services
Cloud Networks,Senior Software Quality Analyst Engineer - Test and Automation,6-10 Yrs,"Computer science, Software design, Data analysis, Development Manager, Coding, Analytical, Debugging, Data collection",Technology
Microbi Infotech,Software Test Engineer,1-2 Yrs,"Report generation, Automation testing, Manual testing, Defect tracking tool, RDBMS, Test scenarios, Selenium, Test cases",Information Technology (IT)
Wolters Kluwer - Medknow Publications,Senior Software Test Automation Engineer,6-8 Yrs,"automation framework, Test preparation, Automation testing, Defect tracking, Test management, Agile, Test scenarios, Selenium",Publishing
Wolters Kluwer - Medknow Publications,Senior Software Test Automation Engineer,5-8 Yrs,"Manager Quality Assurance, Test scripts, Testing tools, Javascript, Agile, Selenium, Test cases, Open source",Publishing
Wolters Kluwer - Medknow Publications,Senior Software Test Automation Engineer,6-8 Yrs,"C, Java J2Ee Developer, Debugging, Agile, HTML, HTTP, Scrum, Selenium",Publishing
Wolters Kluwer - Medknow Publications,Senior Software Test Automation Engineer,5-7 Yrs,"RDBMS, Debugging, Agile, J2Ee, HTML, HTTP, Visual Studio, Test cases",Publishing
Wolters Kluwer - Medknow Publications,Software Test Automation Engineer,4-6 Yrs,"Debugging, Agile, Workflow, HTML, HTTP, Selenium, microsoft, Troubleshooting",Publishing
IBM,Software Developer in Test (SDET),6-8 Yrs,"quality engineering, lis, microsoft azure, vmware vcenter, scrum, manual testing, sql, software test development",Technology
BlueCopper Technology,Software Tester,2-5 Yrs,"Computer science, Testing tools, Javascript, Security testing, Test scenarios, Selenium, software quality, Troubleshooting",Technology
Global Pharma Tek,Software Engineer-Test Automation,6-11 Yrs,"c#, software development, software testing, selenium, debugging, automation testing, istqb, cucumber",Pharmaceutical
Tessolve Semiconductor Pvt. Ltd.,Test Automation Engineer - System Software Engineer 1,3-5 Yrs,"Wireless, Product engineering, ASIC, Semiconductor, Javascript, Agile, Genetics, Troubleshooting",Semiconductor
P Mech Consultant,Software Tester,0-1 Yrs,"Software Testing, Automation Testing, Manual Testing, Quality Assurance Engineering, Test Engineering, QA Testing, Web Application Testing, Web Testing",Mechanical Engineering
Institutional Shareholder Services,Software Engineer in Test,4-6 Yrs,"Unix, Automation, MS SQL, Manager Quality Assurance, Linux, RDBMS, Coding, Test cases",Financial Services
Thermo Fisher Scientific,"Engineer III, Software Test",11-13 Yrs,"Software Testing, Git, test management, OOPS, GitHub, test cases, SVN, software quality assurance",N/A
ISS Corporate Solutions,Software Engineer - Testing,2-3 Yrs,"Unix, MS SQL, Manager Quality Assurance, Linux, Development Manager, RDBMS, Testing tools, Troubleshooting",Facility Services
ISS Corporate Solutions,Software Engineer in Test,2-6 Yrs,"Product management, Automation, MS SQL, Manager Quality Assurance, Linux, RDBMS, Coding, Scrum",Facility Services
ISS Corporate Solutions,Software Test Engineer,4-6 Yrs,"Product management, Computer science, Automation, MS SQL, Linux, RDBMS, Coding, Defect tracking",Facility Services
ISS Corporate Solutions,Software Engineer in Test,4-6 Yrs,"Unix, Automation, MS SQL, Manager Quality Assurance, Linux, RDBMS, Coding, Test cases",Facility Services
Ftprotech,Software Development Test Engineer,3-6 Yrs,"Video Codecs, Andriod Frame work, Python, Codecs, AV, Hevc, Testing Frameworks, VP",Technology
IIFL Finance,Software Tester,1-3 Yrs,"Software Testing, Manual, Functional Testing, Functional, Software",Financial Services
Nippon Data Systems,Software Testing Engineer - ESL,0-2 Yrs,"Computer science, Electrical engineering, C++, TCL/TK, Test scripts, Digital electronics, Test cases, Python",Information Technology (IT)
Veyron Technologies,Software Testing Engineer,0-4 Yrs,"Software testing, System testing, Root cause analysis, Time management, Integration testing, Test design, Infrastructure, Manual functional testing",Technology
Vmock,Software Test Engineer,0-3 Yrs,"Graphics, Maven, Manual testing, Project management, Functional testing, Performance testing, Agile, Selenium",Education
Right Step Consulting,Testing Jobs In Gurgaon - Software Test Engineer,0-4 Yrs,"Software QA, Manual testing, Test scripts, SQL database, QA testing, Software, Selenium, Test cases",Consulting
Bluehorse Software,Junior Software Tester,0-2 Yrs,"Software testing life cycle, Software testing, Web application testing, Manual testing, Test design, Performance testing, E-commerce, SDLC",Software
Attentive Ai,Software Testing Engineer I,1-5 Yrs,"mobile application testing, automation testing, android, web testing, ios, api testing, ajax, stlc",Marketing
Thermo Fisher Scientific,Software Engineer III Test,8-12 Yrs,"Software Quality Assurance, test data, test scenarios, selenium, automation engineering, automation testing, manual testing, qa automation",N/A
CATABATIC AUTOMATION TECHNOLOGY,QA Engineer / Software Tester,1-3 Yrs,"QA, Software testing, White box testing, Automation testing, Team leading, Manual testing, Share market, Regression testing",Automation Technology
Nextgenvision Technology,Software Testing Engineer,2-7 Yrs,"Software testing, SQL queries, Automation testing, Test case execution, Web services, Manual testing, Defect tracking, Functional testing",Technology
CATABATIC AUTOMATION TECHNOLOGY,QA Engineer/Software Tester,1-3 Yrs,"Software testing, White box testing, Automation testing, Technical analysis, Team leading, Manual testing, Share market, Regression testing",Automation Technology
Flatworld Solutions (FWS),Software Test Engineer,5-10 Yrs,"Automation Testing, Manual Testing, Selenium Testing, Selenium Webdriver, API Testing, User Stories, Software, Manual",IT Services
Unicode Systems,Software Testing Engineers,2-5 Yrs,"C++, Automation testing, Manual testing, Testing tools, Field testing, Black Box Testing, PHP, HTML",Software
Qcentrio,Software Test Engineer - Automation Testing,7-9 Yrs,"Automation Testing, Java, Test Case Writing, Cucumber Testing, Software Quality Assurance, Appium, Selenium, JMeter",Software
Qcentrio,Software Test Engineer - Automation Testing,7-9 Yrs,"Automation Testing, Java, Test Case Writing, Cucumber Testing, Software Quality Assurance, Appium, Selenium, JMeter",Software
Tech Mahindra,Sr. Software Engineer- Manual Testing,4-6 Yrs,"Automation testing, Manual testing, Manager Quality Assurance, Business Analyst, Functional testing, Agile, test driven development, Test cases",Information Technology
Godigi Infotech,SOFTWARE TESTING TRAINER,0-1 Yrs,"Software testing, C++, Core Java, Automation testing, Manual testing, C, MySQL, PLSQL",Information Technology (IT)
Godigi Infotech,SOFTWARE TESTER,0-1 Yrs,"Analytical skills, Software testing, Web application testing, ERP, Automation testing, Manual testing, microsoft azure, Technical support",Information Technology (IT)
Godigi Infotech,SOFTWARE TESTING ENGINEER,0-1 Yrs,"Software testing, Manual testing, Analytical, Banking, Database, SDLC, STLC, Testing",Information Technology (IT)
Iraitech Innovations &amp;amp;amp;amp;amp;amp;amp;amp;amp; Technologies Pvt.Ltd,Software Tester,0-2 Yrs,"Regression Testing, Test Execution, Automated Testing, Test Plans, Manual Testing, Functional Testing, Test Cases, Automation testing",Information Technology (IT)
Intelliswift Software,Software Test Engineer,4-7 Yrs,"Java, Automation Testing, Manual Testing, Selenium, Mobile Application Testing, Web Application Testing, Manual, Application testing",Software
Wipro,Software Engineer in Test,5-10 Yrs,"software test automation, Jenkins, Java, Database validations, BDD, OOPS, TestNG, API automation",Information Technology (IT)
Career Growth Job Placement,Manual / Automation Testing Software Engineer,0-3 Yrs,"Automation Testing, Software Testing Life Cycle, Software Quality Assurance, Software Testing, test scripts, Manual Testing, Software, Quality",Recruitment
Global Pharma Tek,Software Engineer-Test Automation,2-5 Yrs,"Computer science, Software testing, Automation testing, Manager Quality Assurance, Test scripts, Agile development, Debugging, Selenium",Pharmaceutical
Applied Data Finance,Software Automation Engineer in Test,2-6 Yrs,"Automation Testing, Java, C++, Automation, C, BDD, Data Structures, security Testing",Financial Technology (FinTech)
Sitero,Software Test Automation Engineer,5-8 Yrs,"Automation, Manager Quality Assurance, Defect tracking, Analytical, Debugging, Clinical research, Life sciences, Selenium",Software
Illuminz,Senior Software Test Automation Engineer,5-8 Yrs,"Maven, System testing, Testing tools, Functional testing, Performance testing, Test cases, Unit testing, software quality",Technology
Illumina,Senior Software Test Automation Engineer,5-10 Yrs,"Maven, System testing, Testing tools, Functional testing, Performance testing, Test cases, Unit testing, software quality",Biotechnology
D-matrix,"Software Development Engineer and Test Automation, Staff",5-7 Yrs,"Linux kernel, Debugging, Data structures, Test cases, MIPS, microsoft, JIRA, cisco",N/A
Smyansoft,Software Engineer - Test Automation,2-6 Yrs,"Maven, Drupal, Testing tools, MySQL, Billing, Selenium, Apache, SQL",Software
UST,Python Automation Engineer--Tester III - Software Testing,5-6 Yrs,"Automation, Coding, Test design, Test scenarios, Gap analysis, Selenium, Test cases, Product testing",IT Services
Gun Marine Services (GMS),Automation Software Tester,2-6 Yrs,"SDET, QA, Java, WEB, Automation Testing, Selenium, Manual Testing, Data warehouse",N/A
Kristalball Smart Solutions,Software Tester,1-4 Yrs,"test scenarios, software testing, regression testing, automation testing, manual testing, test cases, sql, product design",N/A
Siemens,IT Software Tester,2-5 Yrs,"Software testing, Business services, System testing, Manual testing, Agile, Siemens, Outsourcing, Business process management",Conglomerate
Tekfortune Inc.,Sr. Software Test Engineer - Automation with C#,8-9 Yrs,"Product management, Computer science, Object oriented design, Manual testing, Load testing, Test scripts, Coding, Application development",Technology
Suzlon Group,"Software Development Engineer Test Automation (SEL Hadapsar, Pune.)",2-5 Yrs,"Automation, Industrial Automation, PLC, Testing Frameworks, Python Framework, Agile Process, JIRA, Python",Renewable Energy
Alkira,Software Test Automation Engineer,3-7 Yrs,"automation framework, Automation testing, Networking, WAN, Network infrastructure, Cloud, Security services, Test cases",Networking
Alkira,Software Engineer - Test Automation,5-8 Yrs,"automation framework, Automation testing, Networking, WAN, GCP, Cloud, Security services, Test cases",Networking
Diverse Lynx,Software Engineer – Automation Testing,2-6 Yrs,"automation framework, Automation testing, Test scripts, Functional testing, Integration testing, Windows, Selenium, Test cases","It's impossible to determine the industry of a company named ""Diverse Lynx"" without more information."
Attendasoft,"ERP Developer, ERP software, technical, functional, testing, software",10-16 Yrs,"Testing Process, Java Technologies, Testing software, SAP Consulting, SAP ERP Implementation, Debugging, Software Implementation, Code Review",Customer Relationship Management (CRM)
BorgWarner,Software Test Engineer - Unit/Integration Test (m/f/d),0-4 Yrs,"Embedded C, GIT, UDS, Analytical, Debugging, Agile, JIRA, Automotive",Automotive.
Global Pharma Tek,Software Test Engineer,0-2 Yrs,"Computer science, Simulation, Test scripts, Diagnostics, Analytical, Process improvement, Debugging, Test cases",Pharmaceutical
Capleo Global,Software Test Engineer,0-2 Yrs,"Computer science, Simulation, Test scripts, Diagnostics, Analytical, Process improvement, Debugging, Test cases",Technology
Unicard Technologies,Software Development Engineer in Test I,0-2 Yrs,"home furnishing, quality control, production, textile, photoshop, merchandising, embroidery, printing",Technology
Chingari,Software Development Engineer in Test,0-1 Yrs,"Maven, Automation, Test strategy, Coding, Postgresql, Social media, Performance testing, Selenium",Social Media
Sasken Technologies,LEAD ENGINEER-SOFTWARE TEST&RELEASE,3-4 Yrs,"Wireless, Telecom, C++, Linux, 3G, Coding, Perl, Technical support",Technology
Avench Systems,Senior Software Engineer - Test Automation,6-8 Yrs,"Test Automation, Jenkins, Java, Software Development, Git, automation frameworks, Software Testing, CI/CD",Technology
